url,property_native_id,barrio,distrito,latitude,longitude,page_source,scrape_status,scraped_timestamp,description,energy_certificate_main_classification,energy_consumption_rating,energy_consumption_value,energy_emissions_rating,energy_emissions_value,Adaptado a personas con movilidad reducida,Agua,Aire acondicionado,Amueblado,Antigüedad,Armarios empotrados,Ascensor,Balcón,Baños,Calefacción,Calle alumbrada,Calle asfaltada,Carpintería exterior,Carpintería interior,Chimenea,Cocina equipada,Comedor,Conservación,Exterior,Garaje,Gas,Gastos de comunidad,Habitaciones,Interior,Jardín,Lavadero,Luz,No se aceptan mascotas,Orientación,Piscina,Planta,Portero automático,Puerta blindada,Referencia,Sistema de seguridad,Soleado,Superficie construida,Superficie útil,Teléfono,Terraza,Tipo suelo,Trastero,Urbanizado,Vidrios dobles,rent_eur_per_month
https://www.pisos.com/alquilar/piso-salamanca_castellana28006-51716059612_149200/,51716059612.149200,Castellana,Salamanca,40.4370037,-3.6828982,1,Success,2025-05-30T19:36:16.163651,"ÚNICA Inmobiliaria ofrece en exclusiva este estupendo piso situado en plena calle Velázquez con una luz extraordinaria gracias a su altura y orientación. Se trata de una vivienda de techos altos, que consta de hall de entrada, salón-comedor de aproximadamente 30 m2, cocina independiente totalmente equipada, 3 dormitorios (principal en suite) y otro baño completo adicional. Toda ella con climatización por conductos, calefacción individual por gas natural, excelentes carpinterías exteriores e interiores, suelos de tarima maciza y armarios perfectamente vestidos. Existe la posibilidad de alquilar una plaza de garaje en las inmediaciones por importe de 200€ adicionales. Se encuentra ubicado dentro de una finca clásica del Barrio de Salamanca, plena calle Velázquez, con todo lo que ello conlleva, en cuanto a servicios y dotaciones. Para cualquier aclaración no duden en ponerse en contacto con nosotros.",En trámite,,,,,True,,Frío,,Más de 50 años,Más de 2,True,,2,Gas natural,,,Aluminio,Lacada,,Independiente,,En buen estado,True,,,,3,,,,,,Sur,,5ª,True,True,426508,Portero físico,True,115 m²,109 m²,,,,,,True,2700
https://www.pisos.com/alquilar/piso-penagrande28035-52559515484_521139/,52559515484.521139,Peñagrande,Fuencarral-El Pardo,40.4784458,-3.7191302,1,Success,2025-05-30T19:36:17.895636,"¡Bienvenido a tu nuevo hogar en el encantador barrio de Peñagrande! Este piso a estrenar, con acabados de lujo, te ofrece una experiencia de vida excepcional. AMUEBLADO Al entrar, te sorprenderá su luminoso dormitorio independiente y la gran capacidad de almacenaje gracias al armario empotrado en la entrada. La cocina abierta se integra perfectamente al salón comedor, equipada con electrodomésticos de última generación, ideal para los amantes de la gastronomía. El baño, con su elegante cabina de ducha, promete momentos de relajación. Disfruta del confort durante todo el año con el aire acondicionado por conductos y la calefacción de bomba de aire frío y calor. Además, la preinstalación de un sistema de alarma te proporciona una tranquilidad adicional. Las zonas comunes incluyen una piscina y portería, perfectas para disfrutar del tiempo libre. La ubicación es inmejorable, en una zona residencial tranquila pero con acceso a una amplia oferta de servicios y comercios, y a solo un paso del Centro Comercial La Vaguada. No pierdas la oportunidad de vivir en este magnífico piso que combina confort, estilo y conveniencia. ¡Ven a descubrirlo!",En trámite,,,,,,,,True,Menos de 5 años,Más de 2,,,1,Eléctrica,,,PVC,,,Amueblada y equipada,Amueblado,A estrenar,True,,,,1,,Comunitario,,,,Sureste,Comunitaria,Bajo,True,True,000026,True,True,55 m²,50 m²,,,Tarima flotante,,,,1200
https://www.pisos.com/alquilar/piso-carabanchel_buenavista28044-53389624349_996848/,53389624349.996848,Buenavista,Carabanchel,40.3757812,-3.7531432,1,Success,2025-05-30T19:36:19.587213,"Ático de un solo dormitorio con cocina equipada. Cocina integrada en salón. Tendedero cubierto. Dormitorio independiente, baño completo con plato de ducha 3 meses de fianza ( 1 fianza + 2 Depósito) Presentar nominas y contrato. No se admiten mascotas. Contrato alquiler anual renovable a 7 años.",En trámite,,,,,,,Frío y calor,,Entre 5 y 10 años,1,True,,1,Gas natural,,,PVC,,,,,En buen estado,True,,True,,1,,,,,True,,,3ª,,True,000032,,,60 m²,50 m²,,19 metros,Gres,True,,,1000
https://www.pisos.com/alquilar/atico-recoletos28001-53358152643_528426/,53358152643.528426,Recoletos,Salamanca,40.427960162,-3.689260731,1,Success,2025-05-30T19:36:21.300168,Para mas informacion llamar,En trámite,,,,,,,Frío,,,Más de 2,True,,5,Central,,,,,True,True,True,A estrenar,True,,,,10,,,,,,,,6ª,,,1,,True,300 m²,280 m²,,True,,,,,9000
https://www.pisos.com/alquilar/piso-barrio_de_salamanca_castellana28006-52512076268_149200/,52512076268.149200,Castellana,Salamanca,40.4351607,-3.6836548,1,Success,2025-05-30T19:36:23.018114,"UNICA Inmobiliaria, les presenta esta estupenda vivienda, situada en una finca contemporánea, de lujo, con posibilidad de alquilar también, las plazas de garaje de acceso directo en la misma finca. Esta edificación esta bien cuidada, con conserje todos los días del año. El inmueble esta situado en una 3º planta exterior, con vistas a un precioso y tranquilo, patio de manzana, con orientación Noreste. Tiene una superficie de 110 m2, con un trastero de 15 m2. Esta distribuido de la siguiente forma: - Al acceder nos encontramos un pequeño hall de entrada, que distribuye la vivienda en la zona principal, bien separada de la zona de descanso. - En la zona principal nos encontramos con el salón – comedor, comunicado con un amplio ventanal y bonitas vistas. - La cocina esta cercana, es amplia e independientes, esta equipada con todos los electrodomésticos. - Un amplio cuarto de baño, completo. - En la zona de descanso se encuentran los dos dormitorios dobles, siendo el principal en suite. - Tiene un total de 2 cuartos de baño. Es una finca con fácil acceso para personas con movilidad reducida, hay servicio de recogida de basuras. La plaza del Marqués de Salamanca, la única plaza del barrio de Salamanca, constituye el límite entre la zona acaudalada y la zona popular. Las viviendas características del arquitecto vasco Cristóbal Lecumberri Gandarias, con amplios portales para carruajes, patios interiores y una altura máxima de 3 o 4 plantas, se conservan en la zona delimitada por las calles de Villanueva, Serrano, Goya y Claudio Coello. Además, esta fue la primera zona en ser urbanizada por José Salamanca y Mayol, marqués de Salamanca y conde de los Llanos. El barrio de Castellana es, un barrio residencial constituido a finales del siglo XIX y caracterizado por el alto poder adquisitivo de sus moradores y por la belleza de sus fachadas, de porte señorial y llamativa arte arquitectónica. Donde hay habitantes así, suelen proliferar también restaurantes buenos, galerías de arte y tiendas creadas para satisfacer los gustos más exquisitos. barrio de Castellana puede ser o quizá aspirar a ser, con mucha razón, uno de los mejores barrios de la capital, un sitio cómodo, con servicios de todo tipo, limpio y seguro. Donde muchas embajadas extrajeras, eligen como la mejor de las Ubicaciones.",En trámite,,,,,True,,Frío y calor,,Entre 30 y 50 años,4 armarios.,True,True,2,Gas natural,,,Aluminio,Lacado en blanco.,,Equipada e independiente.,Comunica con el salón.,En buen estado,Preciosa vistas a patio de manzana.,,True,,2,,,,,True,Noreste,,3ª,True,Acorazada.,426573,True,,110 m²,,,,Tarima flotante,True,,True,3000
https://www.pisos.com/alquilar/piso-berruguete28039-53383290265_100500/,53383290265.100500,Berruguete,Tetuán,40.4621,-3.70241,1,Success,2025-05-30T19:36:24.739920,"Totalmente reformado / 1 dormitorio / 1 baño / aire acondicionado / equipado y para entrar a vivir / garaje y trastero opcionales Se trata de un coqueto piso de 50 m², con 1 dormitorio, 1 baño, salón y cocina, todo nuevo, recién reformado, amueblado y equipado con todos los electrodomésticos, . Para que estés a gusto todo el año, cuenta con bomba frío calor. Opcional: - garaje: 125 € / mes - trastero: 75 € / mes Ideal para una persona o parejas Mobiliario moderno, ducha, puertas lacadas en blanco. Ventanas renovadas, de seguridad, de aluminio climalit y con rotura de puente térmico Lavavajillas secadora tostadora licuadora secador Trastero con alarma y perchas para cambio de ropa de temporada etc Todo nuevo Calefacción por radiadores eléctricos de bajo consumo + inverter frío calor Puerta acorazada Pintura lisa Requisitos: * no están permitidas mascotas * 1 mes de fianza * 1 mes de garantía adicional * aval bancario * aportar documentación acreditativa de ingresos Si estás interesado ponte en contacto para agendar una visita.",En trámite,,,,,,,True,True,,1,,,1,,,,,,,True,,En buen estado,True,1,,,1,,,,,,,,1ª,,,107802859,,,50 m²,49 m²,,,,True,,,1000
https://www.pisos.com/alquilar/piso-recoletos28009-53427720365_100500/,53427720365.100500,Recoletos,Salamanca,40.4223,-3.68095,1,Success,2025-05-30T19:36:26.443259,"222m / 4 dormitorios / 4 Baños / Trastero / Portero Físico Ubicada en una de las calles más emblemáticas de Madrid junto al Parque del Retiro, esta elegante propiedad completamente reformada fusiona el encanto de la estética clásica con todas las comodidades de un piso moderno. Techos altos con molduras labradas, suelos de madera en espiga, puertas en arco, entrada principal y de servicio. enmarcan la atmósfera de esta vivienda que se entrega amueblada, decorada con un exquisito diseño y completamente equipada. Tiene 222 metros construidos con una práctica distribución. La entrada principal da acceso a un hall ancho y luminoso que invita a recorrer el elegante salón comedor dividido en dos estancias muy luminosas con dos balcones a la calle. En frente la cocina independiente y completamente equipada y un aseo encantador. A continuación, por el pasillo ancho y luminoso llegamos a los 4 dormitorios cada uno con climatización independiente: el principal con una magnífica moldura circular, es amplio, coqueto, con un gran armario revestido y con un elegante baño en suite. Los otros tres dormitorios, también perfectamente vestidos y equipados, cuentan con sus 3 baños correspondientes. Junto a la puerta de servicio encontramos el cuarto de lavandería. La propiedad ofrece también un trastero, portero físico y unos elegantes accesos. El edificio se encuentra en una zona magníficamente comunicada, con todos los servicios necesarios y la mejor oferta de ocio y cultura de Madrid. La presente publicación tiene carácter meramente informativo, orientativo y no vinculante, por lo que no supone información contractual alguna, siendo su uso estrictamente comercial. Este anuncio puede contener errores, se muestra a título informativo de la información recibida, sin ser responsable la inmobiliaria de dichos errores.",Disponible,E,189 kWh/m² año,G,39 Kg CO₂/m² año,,True,True,True,Más de 50 años,1,True,True,5,Central,,,,,,,True,,,,,,4,,,,,,Noroeste,,3ª,,True,Alquiler_PRIME/10809,,,222 m²,198 m²,,,Tarima maciza,True,,,7750
https://www.pisos.com/alquilar/piso-chamartin_prosperidad28002-54248261342_100200/,54248261342.100200,Prosperidad,Chamartín,40.4415799,-3.674892,1,Success,2025-05-30T19:36:28.143282,"Agencia Inmobiliaria de Madrid - Zona Chamartín - Príncipe de Vergara, El Viso - Zona Auditorio - Tecnocasa - Alquila Ático en buen estado compuesto por Hall, 2 dormitorios, salón con acceso a la amplia terraza, cocina independiente y cuarto de baño con plato de ducha. Exterior muy luminoso. Calefacción centtral. Buena finca con ascensor y trastero. Dispone de todo tipo de servicios a menos de 5 minutos andando del centro de salud, Polideportivo Municipal de Pradillo, zonas de recreo, parques, comercios y mercado, supermercados, colegios, guarderías y transporte público. Muy bien comunicado con el centro de la ciudad y el aeropuerto, a 5 minutos andando de las paradas de metro Alfonso XIII, Concha Espina, Prosperidad o Cruz del Rayo y varias líneas de autobuses disponibles en López de Hoyos y Príncipe de Vergara. Cerca de salida M-30 y al Parque de Berlín. La propiedad se ubica en el barrio residencial de Ciudad Jardín, dentro del Distrito de Chamartín, al norte de la capital con acceso directo a la M-30 y a pocos metros de la calle Serrano, Príncipe de Vergara y Paseo de la Castellana.",Disponible,E,222 kWh/m² año,E,21 Kg CO₂/m² año,,,True,,Más de 50 años,,True,,1,,,,,,,True,,En buen estado,,,,,2,,,,,,,,6ª,,,621195,,,86 m²,,,True,Parquet,,,,1800
https://www.pisos.com/alquilar/piso-chamartin_el_viso28002-53412347550_101800/,53412347550.101800,El Viso,Chamartín,40.4483,-3.67819,1,Success,2025-05-30T19:36:29.852401,"Príncipe de Vergara: Edificio representativo de la zona. Piso de 3 dormitorios, todos para cama de matrimonio. Gran cocina en la que nos encontramos un comedor de diario, zona tendedero. 1 baño completo + 1 aseo. Piso con mucha luz. El aire acondicionado da servicio al salón. Edificio con portero físico. Calefacción y agua caliente centrales (se le cargarán al inquilino los consumos). 1 mes de fianza + 2 meses de garantía adicional En Jaime Valcarce Consulting Inmobiliario comercializamos esta propiedad en EXCLUSIVA.",Disponible,C,104 kWh/m² año,C,54 Kg CO₂/m² año,,,,,Entre 30 y 50 años,,True,,2,Central,,,,,,True,,,,,,,3,,,,,,,,2ª,,,19,,,122 m²,,,,,,,,2350
https://www.pisos.com/alquilar/piso-salamanca_castellana28006-37558398811_100500/,37558398811.100500,Castellana,Salamanca,40.4325352,-3.6811678,1,Success,2025-05-30T19:36:31.560776,"DIZA Consultores les presenta una oportunidad excepcional en el corazón de Barrio Salamanca, Madrid: una vivienda de lujo en la prestigiosa Calle Juan Bravo, a escasos pasos de la elegante Calle Velázquez. Esta propiedad, que se encuentra en la codiciada Milla de Oro de Madrid, está estratégicamente ubicada y ofrece una conectividad insuperable, con la estación de metro de Núñez de Balboa a solo 2 minutos a pie. Este exclusivo apartamento, completamente amueblado y diseñado con atención a los detalles, es ideal para ejecutivos que buscan alojamiento de alta calidad durante sus estancias en Madrid, así como para familias que desean experimentar la vida en uno de los vecindarios más distinguidos de la ciudad. Se accede a la propiedad a través de un amplio vestíbulo que sirve como preludio a una experiencia de vida excepcional. El diseño de espacios abiertos crea una sensación de amplitud y luminosidad en todo el inmueble, que abarca generosos 300 metros cuadrados. La vivienda se distribuye en cuatro habitaciones, incluyendo tres habitaciones dobles y una individual, cada una de ellas con su propio cuarto de baño completo, además de un aseo adicional para invitados. El corazón de esta residencia es un espacioso salón, con dos ambientes distintos, una cálida chimenea y acceso directo a una terraza que invita a disfrutar de momentos de relajación al aire libre. Además, un despacho ofrece un espacio de trabajo privado, mientras que un comedor independiente es perfecto para cenas formales o reuniones familiares. La cocina de esta propiedad es un sueño hecho realidad para los amantes de la cocina, equipada con los electrodomésticos más modernos y una zona de lavado independiente con fregadero, lavadora y secadora. Para su comodidad, la vivienda cuenta con agua caliente, aire acondicionado y calefacción central. La conectividad es una prioridad, por lo que esta propiedad ofrece tres zonas de conexión WiFi y una conexión de fibra óptica de alta velocidad, incluidas en el precio del alquiler. Esta residencia de lujo en Barrio Salamanca, Madrid, representa el equilibrio perfecto entre comodidad, elegancia y ubicación privilegiada. No pierda la oportunidad de vivir una experiencia única en uno de los vecindarios más exclusivos de la capital. Disponible a partir de Diciembre de 2023. DIZA Consultores Inmobiliarios. Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",Pendiente de completar,,,,,,,Frío,True,,1,True,,5,Central,,,,,,Cocina amueblada,,En buen estado,True,,,,4,,,True,,,Sur,,1ª,,,ALQALJBCE,,,334 m²,280 m²,,True,Parquet,,,True,6500
